# t,|Omega|,arg(Omega)
0.000000000000000000e+00,1.000000000000000000e+00,9.661079662694472825e-01
7.688888888888889550e-02,1.000000000000000000e+00,1.256987206378665567e+00
1.537777777777777910e-01,1.000000000000000000e+00,1.468818941097600694e+00
2.306666666666666865e-01,1.000000000000000000e+00,1.609763826534608144e+00
3.075555555555555820e-01,1.000000000000000000e+00,1.694125864449858465e+00
3.844444444444444775e-01,1.000000000000000000e+00,1.726473660118365006e+00
4.613333333333333730e-01,1.000000000000000000e+00,1.705988626454591373e+00
5.382222222222222685e-01,1.000000000000000000e+00,1.655633911556970039e+00
6.151111111111111640e-01,1.000000000000000000e+00,1.576887582963090617e+00
6.920000000000000595e-01,1.000000000000000000e+00,1.470913437195986440e+00
7.688888888888889550e-01,1.000000000000000000e+00,1.356913712159455887e+00
8.457777777777778505e-01,1.000000000000000000e+00,1.234005463133753144e+00
9.226666666666667460e-01,1.000000000000000000e+00,1.110605690807116686e+00
9.995555555555556415e-01,1.000000000000000000e+00,9.987008517834635724e-01
1.076444444444444537e+00,1.000000000000000000e+00,8.894141716772920869e-01
1.153333333333333321e+00,1.000000000000000000e+00,7.990928000071760851e-01
1.230222222222222328e+00,1.000000000000000000e+00,7.177327987097362749e-01
1.307111111111111335e+00,1.000000000000000000e+00,6.547993700320319244e-01
1.384000000000000119e+00,1.000000000000000000e+00,6.046748332698881345e-01
1.460888888888888903e+00,1.000000000000000000e+00,5.637498514924512705e-01
1.537777777777777910e+00,1.000000000000000000e+00,5.332324446098724025e-01
1.614666666666666917e+00,1.000000000000000000e+00,5.086514915991500185e-01
1.691555555555555701e+00,1.000000000000000000e+00,4.902433585805413552e-01
1.768444444444444485e+00,1.000000000000000000e+00,4.752079687084811432e-01
1.845333333333333492e+00,1.000000000000000000e+00,4.547685078028364525e-01
1.922222222222222499e+00,1.000000000000000000e+00,4.332658830170781350e-01
1.999111111111111283e+00,1.000000000000000000e+00,4.113756680043593739e-01
2.076000000000000068e+00,1.000000000000000000e+00,3.806368870573417218e-01
2.152888888888889074e+00,1.000000000000000000e+00,3.491327726649405827e-01
2.229777777777778081e+00,1.000000000000000000e+00,3.084118491234457693e-01
2.306666666666666643e+00,1.000000000000000000e+00,2.704202340113552872e-01
2.383555555555555650e+00,1.000000000000000000e+00,2.180812938619756669e-01
2.460444444444444656e+00,1.000000000000000000e+00,1.646137302429085403e-01
2.537333333333333663e+00,1.000000000000000000e+00,1.149034716398592698e-01
2.614222222222222669e+00,1.000000000000000000e+00,6.206029764212628308e-02
2.691111111111111232e+00,1.000000000000000000e+00,1.279241550310987983e-02
2.768000000000000238e+00,1.000000000000000000e+00,-3.392241586774000228e-02
2.844888888888889245e+00,1.000000000000000000e+00,-7.037650893703140120e-02
2.921777777777777807e+00,1.000000000000000000e+00,-1.054875611626848037e-01
2.998666666666666814e+00,1.000000000000000000e+00,-1.352012267473328422e-01
3.075555555555555820e+00,1.000000000000000000e+00,-1.533231152770009320e-01
3.152444444444444827e+00,1.000000000000000000e+00,-1.456685894873675224e-01
3.229333333333333833e+00,1.000000000000000000e+00,-1.393332073517373204e-01
3.306222222222222396e+00,1.000000000000000000e+00,-1.117657517367804804e-01
3.383111111111111402e+00,1.000000000000000000e+00,-7.676345961850632171e-02
3.460000000000000409e+00,1.000000000000000000e+00,-2.891076695237801072e-02
3.536888888888888971e+00,1.000000000000000000e+00,3.404325071615267595e-02
3.613777777777777978e+00,1.000000000000000000e+00,9.968850058826277116e-02
3.690666666666666984e+00,1.000000000000000000e+00,1.789644674241476774e-01
3.767555555555555991e+00,1.000000000000000000e+00,2.584713687719389363e-01
3.844444444444444997e+00,1.000000000000000000e+00,3.408537569396163369e-01
3.921333333333333560e+00,1.000000000000000000e+00,4.191670527969441618e-01
3.998222222222222566e+00,1.000000000000000000e+00,5.003159044647103038e-01
4.075111111111111128e+00,1.000000000000000000e+00,5.689792789562878594e-01
4.152000000000000135e+00,1.000000000000000000e+00,6.262124339795797079e-01
4.228888888888889142e+00,1.000000000000000000e+00,6.731158414827159708e-01
4.305777777777778148e+00,1.000000000000000000e+00,7.168127477738532871e-01
4.382666666666667155e+00,1.000000000000000000e+00,7.402974012383826130e-01
4.459555555555556161e+00,1.000000000000000000e+00,7.512355539876709454e-01
4.536444444444445168e+00,1.000000000000000000e+00,7.482796191496928762e-01
4.613333333333333286e+00,1.000000000000000000e+00,7.337880174510952314e-01
4.690222222222222292e+00,1.000000000000000000e+00,7.027446416383957839e-01
4.767111111111111299e+00,1.000000000000000000e+00,6.775284775109878810e-01
4.844000000000000306e+00,1.000000000000000000e+00,6.343978309397376725e-01
4.920888888888889312e+00,1.000000000000000000e+00,5.891720532419492118e-01
4.997777777777778319e+00,1.000000000000000000e+00,5.404433235490696541e-01
5.074666666666667325e+00,1.000000000000000000e+00,4.832931973718991858e-01
5.151555555555556332e+00,1.000000000000000000e+00,4.322820609965725702e-01
5.228444444444445338e+00,1.000000000000000000e+00,3.755828883850620969e-01
5.305333333333333456e+00,1.000000000000000000e+00,3.356814689294586596e-01
5.382222222222222463e+00,1.000000000000000000e+00,2.897569452275444712e-01
5.459111111111111470e+00,1.000000000000000000e+00,2.498491712441997803e-01
5.536000000000000476e+00,1.000000000000000000e+00,2.211972388463448735e-01
5.612888888888889483e+00,1.000000000000000000e+00,1.880047984218274348e-01
5.689777777777778489e+00,1.000000000000000000e+00,1.655805398853281707e-01
5.766666666666667496e+00,1.000000000000000000e+00,1.449184577768564131e-01
5.843555555555555614e+00,1.000000000000000000e+00,1.276304476043327307e-01
5.920444444444444621e+00,1.000000000000000000e+00,1.084650683257684378e-01
5.997333333333333627e+00,1.000000000000000000e+00,9.045344185700529560e-02
6.074222222222222634e+00,1.000000000000000000e+00,6.654186995552856254e-02
6.151111111111111640e+00,1.000000000000000000e+00,3.459316229160448730e-02
6.228000000000000647e+00,1.000000000000000000e+00,-4.562401502757078807e-03
6.304888888888889653e+00,1.000000000000000000e+00,-5.342505538491178901e-02
6.381777777777778660e+00,1.000000000000000000e+00,-1.202597879803326414e-01
6.458666666666667666e+00,1.000000000000000000e+00,-1.982887467409662763e-01
6.535555555555555785e+00,1.000000000000000000e+00,-2.929188446393279910e-01
6.612444444444444791e+00,1.000000000000000000e+00,-3.927053068726039653e-01
6.689333333333333798e+00,1.000000000000000000e+00,-5.150188452481995194e-01
6.766222222222222804e+00,1.000000000000000000e+00,-6.329688763315683975e-01
6.843111111111111811e+00,1.000000000000000000e+00,-7.505276717806957931e-01
6.920000000000000817e+00,1.000000000000000000e+00,-8.731519467500993281e-01
6.996888888888889824e+00,1.000000000000000000e+00,-9.740864394073723842e-01
7.073777777777777942e+00,1.000000000000000000e+00,-1.057161119581526476e+00
7.150666666666666949e+00,1.000000000000000000e+00,-1.111787658774869181e+00
7.227555555555555955e+00,1.000000000000000000e+00,-1.122697939104567277e+00
7.304444444444444962e+00,1.000000000000000000e+00,-1.095965972648106357e+00
7.381333333333333968e+00,1.000000000000000000e+00,-1.010652768701115312e+00
7.458222222222222975e+00,1.000000000000000000e+00,-8.724974017529635306e-01
7.535111111111111981e+00,1.000000000000000000e+00,-6.560748889718235333e-01
7.612000000000000099e+00,1.000000000000000000e+00,-3.620268444719537126e-01
